0.000000000000000000e+00,6.872333365675993289e-01
2.675222112537019026e-01,6.275595251744349179e-01
0.000000000000000000e+00,4.552144419767729655e-01
4.031620553359683834e-01,6.212512083830286080e-01
4.974406700791065838e-01,8.115881704646631389e-01
5.945945945945946276e-01,9.912345036077646609e-01
9.802631578947368363e-01,5.096552402496218326e-01
0.000000000000000000e+00,6.386707839427369082e-01
0.000000000000000000e+00,5.473417276168593304e+00
0.000000000000000000e+00,4.785759613373307131e-01
2.790697674418604612e-01,4.680647130768532116e-01
0.000000000000000000e+00,2.920776756871721336e-01
0.000000000000000000e+00,2.217516461182130527e+00
0.000000000000000000e+00,6.268380944292322177e-01
0.000000000000000000e+00,5.685138866136977276e-01
0.000000000000000000e+00,4.690097996171352368e-01
0.000000000000000000e+00,8.033283253639378341e-01
0.000000000000000000e+00,3.365954579549186310e-01
0.000000000000000000e+00,3.803663153477957470e-01
0.000000000000000000e+00,3.813117812084335645e-01
0.000000000000000000e+00,6.641341899664686688e-01
0.000000000000000000e+00,5.479415451391875802e-01
0.000000000000000000e+00,6.864839317025369647e-01
0.000000000000000000e+00,5.308916714418822069e-01
0.000000000000000000e+00,1.333598397184180828e-01
0.000000000000000000e+00,1.397506110247097588e-01
0.000000000000000000e+00,1.420823554559911828e-01
0.000000000000000000e+00,1.496939841478206745e-01
0.000000000000000000e+00,3.026369091605727868e-01
0.000000000000000000e+00,1.664082470045404327e-01
2.962962962962962798e-01,6.362404733615009134e-01
0.000000000000000000e+00,3.854458377199408980e-01
2.586975914362176637e-02,4.030801996692363054e-01
7.088607594936709166e-02,4.698558827642751456e-01
0.000000000000000000e+00,2.756607511999322191e-01
3.323363243602525923e-03,3.249727779444239739e-01
0.000000000000000000e+00,3.009142913679753173e-01
0.000000000000000000e+00,3.007853904965902547e-01
0.000000000000000000e+00,4.178732802284800818e-01
1.773835920177383590e-02,4.421907218650886762e-01
0.000000000000000000e+00,3.493763438490593010e-01
0.000000000000000000e+00,6.527000357727645863e-01
0.000000000000000000e+00,6.431506341201065347e-01
0.000000000000000000e+00,4.178844086291000903e-01
0.000000000000000000e+00,4.019335242653995777e-01
0.000000000000000000e+00,7.829823279109787704e-02
0.000000000000000000e+00,6.124367189926915173e-02
0.000000000000000000e+00,5.250375283895292178e-01
0.000000000000000000e+00,2.521837118163057223e-01
0.000000000000000000e+00,1.860983856418463311e-01
0.000000000000000000e+00,2.987490318341037843e-01
5.436137071651090530e-02,4.264127573253660430e-01
4.791666666666666990e-02,4.724923506914017191e-01
1.356584485868911616e-01,5.237171994108836826e-01
2.664349840718216109e-02,4.741974611188379263e-01
0.000000000000000000e+00,3.978082230936736963e-01
0.000000000000000000e+00,3.574247781554284464e-01
0.000000000000000000e+00,3.613480812691182154e-01
0.000000000000000000e+00,3.738403203750260695e-01
0.000000000000000000e+00,3.425291987982808095e-01
0.000000000000000000e+00,2.967502391487562563e-01
0.000000000000000000e+00,3.473441589296576426e-01
0.000000000000000000e+00,5.718688011647341529e-01
0.000000000000000000e+00,5.835617868129623353e-01
2.500000000000000000e-01,4.762579114989140550e-01
0.000000000000000000e+00,4.196486416500573857e-01
0.000000000000000000e+00,3.676201168461095126e-01
0.000000000000000000e+00,3.179840902893771304e-01
0.000000000000000000e+00,3.598209803234101445e-01
0.000000000000000000e+00,4.098544078625515064e-01
0.000000000000000000e+00,6.027547281017717751e-01
0.000000000000000000e+00,5.810053967163383293e-01
0.000000000000000000e+00,5.564830067695705207e-01
6.232344632768361398e-02,1.319784063539549468e+00
1.324745164138373954e-01,1.526087282146966428e+00
9.563862928348909609e-02,6.074304467938547170e-01
2.518122853872567860e-02,5.252141164994635902e-01
2.996335417115757876e-02,4.889578885714040424e-01
0.000000000000000000e+00,5.857678417230403056e-01
0.000000000000000000e+00,4.089817501750178663e-01
0.000000000000000000e+00,3.531395879163054530e-01
0.000000000000000000e+00,1.586005604256599255e-01
0.000000000000000000e+00,1.720201090451645987e-01
0.000000000000000000e+00,1.798976030750339128e-01
0.000000000000000000e+00,1.977239020059494701e+00
0.000000000000000000e+00,1.465036569385263387e+00
